Year,Géographie,Source,GeoCode,Value
2012,Nunavut,Exploitation pétrolière et gazière,62,0.0
2013,Nunavut,Exploitation pétrolière et gazière,62,0.0
2014,Nunavut,Exploitation pétrolière et gazière,62,0.0
2015,Nunavut,Exploitation pétrolière et gazière,62,0.0
2016,Nunavut,Exploitation pétrolière et gazière,62,0.0
2017,Nunavut,Exploitation pétrolière et gazière,62,0.0
2018,Nunavut,Exploitation pétrolière et gazière,62,0.0
2019,Nunavut,Exploitation pétrolière et gazière,62,0.0
2020,Nunavut,Exploitation pétrolière et gazière,62,0.0
1999,Nunavut,Électricité,62,0.017327955
2000,Nunavut,Électricité,62,0.034427344
2001,Nunavut,Électricité,62,0.054621779
2002,Nunavut,Électricité,62,0.066891713
2003,Nunavut,Électricité,62,0.119857064
2004,Nunavut,Électricité,62,0.141441716
2005,Nunavut,Électricité,62,
2006,Nunavut,Électricité,62,
2007,Nunavut,Électricité,62,
2008,Nunavut,Électricité,62,
2009,Nunavut,Électricité,62,
2010,Nunavut,Électricité,62,
2011,Nunavut,Électricité,62,
2012,Nunavut,Électricité,62,
2013,Nunavut,Électricité,62,
2014,Nunavut,Électricité,62,
2015,Nunavut,Électricité,62,
2016,Nunavut,Électricité,62,
2017,Nunavut,Électricité,62,
2018,Nunavut,Électricité,62,
2019,Nunavut,Électricité,62,
2020,Nunavut,Électricité,62,
1999,Nunavut,Transports,62,0.27490702
2000,Nunavut,Transports,62,0.358315598
2001,Nunavut,Transports,62,0.42579832
2002,Nunavut,Transports,62,0.439902742
2003,Nunavut,Transports,62,0.459778551
2004,Nunavut,Transports,62,0.473081894
2005,Nunavut,Transports,62,0.381021479
2006,Nunavut,Transports,62,0.426947133
2007,Nunavut,Transports,62,0.443625118
2008,Nunavut,Transports,62,0.408689239
2009,Nunavut,Transports,62,0.386593144
2010,Nunavut,Transports,62,0.383416216
2011,Nunavut,Transports,62,0.447678497
2012,Nunavut,Transports,62,0.493475435
2013,Nunavut,Transports,62,0.521734981
2014,Nunavut,Transports,62,0.485704252
2015,Nunavut,Transports,62,0.450398558
2016,Nunavut,Transports,62,0.511383003
2017,Nunavut,Transports,62,0.530846483
2018,Nunavut,Transports,62,0.508184623
2019,Nunavut,Transports,62,0.497672939
2020,Nunavut,Transports,62,0.367928106
1999,Nunavut,Industrie lourde,62,0.087073483
2000,Nunavut,Industrie lourde,62,0.090609363
2001,Nunavut,Industrie lourde,62,0.103990066
2002,Nunavut,Industrie lourde,62,0.124567042
2003,Nunavut,Industrie lourde,62,0.08838609
2004,Nunavut,Industrie lourde,62,0.090672779
2005,Nunavut,Industrie lourde,62,0.041008621
2006,Nunavut,Industrie lourde,62,0.058208242
2007,Nunavut,Industrie lourde,62,0.06192499
2008,Nunavut,Industrie lourde,62,0.052512863
2009,Nunavut,Industrie lourde,62,0.049441738
2010,Nunavut,Industrie lourde,62,0.055652815
2011,Nunavut,Industrie lourde,62,0.064357288
2012,Nunavut,Industrie lourde,62,0.061776649
2013,Nunavut,Industrie lourde,62,0.064323375
2014,Nunavut,Industrie lourde,62,0.048854419
2015,Nunavut,Industrie lourde,62,0.039659028
2016,Nunavut,Industrie lourde,62,0.052189559
2017,Nunavut,Industrie lourde,62,0.03432132
2018,Nunavut,Industrie lourde,62,0.022246072
2019,Nunavut,Industrie lourde,62,0.019995429
2020,Nunavut,Industrie lourde,62,0.034434371
1999,Nunavut,Bâtiments,62,0.001898276
2000,Nunavut,Bâtiments,62,0.013948298
2001,Nunavut,Bâtiments,62,0.01308583
2002,Nunavut,Bâtiments,62,0.015559507
2003,Nunavut,Bâtiments,62,0.014189226
2004,Nunavut,Bâtiments,62,0.01531923
2005,Nunavut,Bâtiments,62,0.012518759
2006,Nunavut,Bâtiments,62,0.004633589
2007,Nunavut,Bâtiments,62,0.005001768
2008,Nunavut,Bâtiments,62,0.005351259
2009,Nunavut,Bâtiments,62,0.005807609
2010,Nunavut,Bâtiments,62,0.00613308
2011,Nunavut,Bâtiments,62,0.007140291
2012,Nunavut,Bâtiments,62,0.007852897
2013,Nunavut,Bâtiments,62,0.009256382
2014,Nunavut,Bâtiments,62,0.010636976
2015,Nunavut,Bâtiments,62,0.011171499
2016,Nunavut,Bâtiments,62,0.012128434
2017,Nunavut,Bâtiments,62,0.012707372
2018,Nunavut,Bâtiments,62,0.014258145
2019,Nunavut,Bâtiments,62,0.014558978
2020,Nunavut,Bâtiments,62,0.014781845
1999,Nunavut,Agriculture,62,0.0
2000,Nunavut,Agriculture,62,0.0
2001,Nunavut,Agriculture,62,0.0
2002,Nunavut,Agriculture,62,0.0
2003,Nunavut,Agriculture,62,0.0
2004,Nunavut,Agriculture,62,0.0
2005,Nunavut,Agriculture,62,0.0
2006,Nunavut,Agriculture,62,0.0
2007,Nunavut,Agriculture,62,0.0
2008,Nunavut,Agriculture,62,0.0
2009,Nunavut,Agriculture,62,0.0
2010,Nunavut,Agriculture,62,0.0
2011,Nunavut,Agriculture,62,0.0
2012,Nunavut,Agriculture,62,0.0
2013,Nunavut,Agriculture,62,0.0
2014,Nunavut,Agriculture,62,0.0
2015,Nunavut,Agriculture,62,0.0
2016,Nunavut,Agriculture,62,0.0
2017,Nunavut,Agriculture,62,0.0
2018,Nunavut,Agriculture,62,0.0
2019,Nunavut,Agriculture,62,0.0
2020,Nunavut,Agriculture,62,0.0
1999,Nunavut,Déchets et autres,62,0.023561938
2000,Nunavut,Déchets et autres,62,0.02437905
2001,Nunavut,Déchets et autres,62,0.025197501
2002,Nunavut,Déchets et autres,62,0.026023262
2003,Nunavut,Déchets et autres,62,0.025872067
2004,Nunavut,Déchets et autres,62,0.025809005
2005,Nunavut,Déchets et autres,62,0.025826809
2006,Nunavut,Déchets et autres,62,0.025471112
2007,Nunavut,Déchets et autres,62,0.02555656
2008,Nunavut,Déchets et autres,62,0.025718265
2009,Nunavut,Déchets et autres,62,0.025831044
2010,Nunavut,Déchets et autres,62,0.025941405
2011,Nunavut,Déchets et autres,62,0.02612973
2012,Nunavut,Déchets et autres,62,0.026331795
2013,Nunavut,Déchets et autres,62,0.026547606
2014,Nunavut,Déchets et autres,62,0.026763449
2015,Nunavut,Déchets et autres,62,0.027002132
2016,Nunavut,Déchets et autres,62,0.028366808
2017,Nunavut,Déchets et autres,62,0.029668328
2018,Nunavut,Déchets et autres,62,0.030907958
2019,Nunavut,Déchets et autres,62,0.032120488
2020,Nunavut,Déchets et autres,62,0.033279149
1999,Nunavut,Production de charbon,62,0.0
2000,Nunavut,Production de charbon,62,0.0
2001,Nunavut,Production de charbon,62,0.0
2002,Nunavut,Production de charbon,62,0.0
2003,Nunavut,Production de charbon,62,0.0
2004,Nunavut,Production de charbon,62,0.0
2005,Nunavut,Production de charbon,62,0.0
2006,Nunavut,Production de charbon,62,0.0
2007,Nunavut,Production de charbon,62,0.0
2008,Nunavut,Production de charbon,62,0.0
2009,Nunavut,Production de charbon,62,0.0
2010,Nunavut,Production de charbon,62,0.0
2011,Nunavut,Production de charbon,62,0.0
2012,Nunavut,Production de charbon,62,0.0
2013,Nunavut,Production de charbon,62,0.0
2014,Nunavut,Production de charbon,62,0.0
2015,Nunavut,Production de charbon,62,0.0
2016,Nunavut,Production de charbon,62,0.0
2017,Nunavut,Production de charbon,62,0.0
2018,Nunavut,Production de charbon,62,0.0
2019,Nunavut,Production de charbon,62,0.0
2020,Nunavut,Production de charbon,62,0.0
1999,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.010087782
2000,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.00553132
2001,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.008436703
2002,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.008336795
2003,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.011710395
2004,Nunavut,"Fabrication légère, construction et ressources forestières",62,0.01022168
2005,Nunavut,"Fabrication légère, construction et ressources forestières",62,
2006,Nunavut,"Fabrication légère, construction et ressources forestières",62,
2007,Nunavut,"Fabrication légère, construction et ressources forestières",62,
